Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,vlaue
TNP,Tsakos Energy Navigation Ltd,20.86,-0.56,-2.61%,21.4,20.69,258200,2/17/23,5386052
JRVR,James River Gp HD,22.74,0.98,4.50%,22.92,21.57,236700,2/17/23,5382558
VIOO,S&P Smallcap 600 Index Vanguard,192.53,0.35,0.18%,192.68,190.932,27800,2/17/23,5352334
GLPG,Galapagos NV ADR,39.43,0.19,0.48%,39.74,39,135500,2/17/23,5342765
ORAN,Orange ADR,11.51,0.18,1.59%,11.52,11.365,463600,2/17/23,5336036
BTAI,Bioxcel Therapeutics Inc,32.34,-0.22,-0.68%,33.15,32.15,164900,2/17/23,5332866
PETQ,Petiq Inc Cl A,10.17,-0.83,-7.55%,10.93,9.71,524300,2/17/23,5332131
ARCT,Arcturus Therapeutics Ltd,18.47,0.5,2.78%,18.55,17.64,288100,2/17/23,5321207
DFSV,Dimensional US Small Cap Value ETF,27.69,-0.02,-0.07%,27.75,27.4965,191600,2/17/23,5305404
ECVT,Pq Group Holdings Inc,10.6,0.12,1.15%,10.62,10.39,498900,2/17/23,5288340
OFG,Ofg Bancorp,29.7,0.55,1.89%,29.73,29.18,177700,2/17/23,5277690
IDU,US Utilities Ishares ETF,84.44,0.9,1.08%,84.71,83.33,62400,2/17/23,5269056
HMST,Homestreet Inc,26.9,0.15,0.56%,27.15,26.54,195800,2/17/23,5267020
GTE,Gran Tierra Energy Inc,0.83,-0.0305,-3.54%,0.875,0.8199,6337800,2/17/23,5260374
MBUU,Malibu Boats Inc,62.26,0.57,0.92%,62.38,61.23,84300,2/17/23,5248518
QCLN,Nasdaq Green Energy Index ETF,55.61,-0.98,-1.73%,56.31,54.71,94300,2/17/23,5244023
TMCI,Treace Medical Concepts Inc,22.08,0.29,1.33%,22.15,21.19,237400,2/17/23,5241792
XLG,S&P 500 Top 50 Invesco ETF,297.82,-1.14,-0.38%,298.14,295.42,17600,2/17/23,5241632
AMJ,Alerian MLP Index ETN JP Morgan,23.23,-0.4,-1.69%,23.4968,23.13,225400,2/17/23,5236042
FLGT,Fulgent Genetics Inc,33.2,0.11,0.33%,33.22,32.4,157700,2/17/23,5235640
NVEI,Nuvei Corp,32.86,-0.25,-0.76%,33.03,32.1,158900,2/17/23,5221454
DHC,Diversified Healthcare Trust,0.8625,0.0601,7.49%,0.8849,0.776,6052300,2/17/23,5220108.75
INFL,Horizon Kinetics Inflation Beneficiaries ETF,31.39,-0.46,-1.44%,31.57,31.235,166200,2/17/23,5217018
FINV,Finvolution Group ADR,5.51,-0.08,-1.43%,5.59,5.41,944500,2/17/23,5204195
PRTS,U.S. Auto Parts Netw,6.81,-0.2,-2.85%,7.07,6.72,762500,2/17/23,5192625
XT,Exponential Technologies Ishares ETF,52.58,-0.49,-0.92%,52.79,52.1,98700,2/17/23,5189646
TIPX,Barclays 1-10 Year TIPS SPDR,18.56,0.01,0.05%,18.58,18.51,279400,2/17/23,5185664
RGR,Sturm Ruger & Company,57.45,0.63,1.11%,57.68,56.9601,90200,2/17/23,5181990
CHCO,City Holding Company,100.23,1.34,1.36%,100.69,99,51700,2/17/23,5181891
TR,Tootsie Roll Industries,46.17,1.41,3.15%,46.17,45.01,112200,2/17/23,5180274
IREN,Iris Energy Ltd,3.75,-0.4,-9.64%,4.27,3.72,1381300,2/17/23,5179875
BMA,Banco Macro S.A. ADR,20.22,-1.2,-5.60%,21.263,19.84,255800,2/17/23,5172276
DON,Wisdomtree U.S. Midcap Dividend Fund,44.32,-0.03,-0.07%,44.4099,43.93,116700,2/17/23,5172144
SMR,Nuscale Power Corp,10.54,0.14,1.35%,10.58,10.27,490000,2/17/23,5164600
HCAT,Health Catalyst Inc,13.52,-0.4,-2.87%,13.95,13.27,381600,2/17/23,5159232
GNR,S&P Global Natural Resources SPDR,58.59,-1.11,-1.86%,59.18,58.42,87900,2/17/23,5150061
CPS,Cooper Std Holdings Inc,15.15,-2.53,-14.31%,16.79,14.78,339900,2/17/23,5149485
HTLD,Heartland Express,16.83,0.2,1.20%,16.85,16.5,305700,2/17/23,5144931
GTY,Getty Realty Corp,34.69,-0.08,-0.23%,34.97,34.64,148300,2/17/23,5144527
UMH,Umh Properties,17.66,-0.14,-0.79%,17.92,17.6,291100,2/17/23,5140826
VUZI,Vuzix Corp,4.82,-0.39,-7.49%,5.22,4.71,1065400,2/17/23,5135228
CDMO,Avid Bioservices Inc,16.55,-0.04,-0.24%,16.63,15.96,309900,2/17/23,5128845
THR,Thermon Group Holdings Inc,26.93,-0.1,-0.37%,27.21,26.74,189800,2/17/23,5111314
TTEC,Teletech Hlds,49.7,-0.26,-0.52%,50.05,48.8,102800,2/17/23,5109160
AHH,Armada Hoffler Properties Inc,13.45,0.13,0.98%,13.49,13.27,379800,2/17/23,5108310
NUVL,Nuvalent Inc Cl A,32.53,1.77,5.75%,32.57,28.75,156900,2/17/23,5103957
BBIG,Vinco Ventures Inc,0.5764,-0.036,-5.88%,0.6224,0.56,8843900,2/17/23,5097623.96
ZUMZ,Zumiez Inc,25.31,0.09,0.36%,25.45,24.87,201400,2/17/23,5097434
TX,Ternium S.A. ADR,40.89,-0.35,-0.85%,41.2392,40.34,124600,2/17/23,5094894
DHS,Wisdomtree U.S. High Dividend Fund,87.78,-0.07,-0.08%,87.855,86.982,58000,2/17/23,5091240
GSAT,Globalstar,1.24,0.04,3.33%,1.26,1.2,4095100,2/17/23,5077924
TDIV,Nasdaq Technology Dividend Index ETF,52.18,-0.32,-0.61%,52.26,51.81,97300,2/17/23,5077114
GLDD,Great Lakes Drg Dock,6.33,0.21,3.43%,6.36,6.05,801100,2/17/23,5070963
UTWO,US Treasury 2 Year  ETF,48.67,0.03,0.07%,48.67,48.61,103900,2/17/23,5056813
MERC,Mercer Intl Inc,11.32,-0.13,-1.14%,11.76,11.14,445400,2/17/23,5041928
KC,Kingsoft Cloud Holdings Ltd ADR,4.39,-0.32,-6.79%,4.6,4.38,1143300,2/17/23,5019087
BRZU,Brazil Bull 3X Direxion,70.69,0.14,0.20%,71.88,69.55,71000,2/17/23,5018990
PFC,Premier Financial Corp,24.91,0.24,0.97%,25.02,24.49,201400,2/17/23,5016874
WW,Weight Watchers International Inc,4.25,-0.08,-1.85%,4.35,4.08,1177600,2/17/23,5004800
REMX,Vaneck Rare Earth Strategic Metals ETF,85.48,-2.74,-3.11%,87.22,85.0452,58500,2/17/23,5000580
CONL,Graniteshares Coinbase 1.5X Daily ETF,10.27,-0.07,-0.70%,10.9,9.41,485900,2/17/23,4990193
FUTY,Fidelity Utilities MSCI ETF,44.47,0.46,1.05%,44.67,43.855,112000,2/17/23,4980640
EXK,Endeavour Silver Corp,3.13,0,0.00%,3.15,3.03,1587500,2/17/23,4968875
CLOV,Clover Health Investments Corp,1.14,-0.03,-2.56%,1.18,1.1,4349300,2/17/23,4958202
GRWG,Growgeneration Corp,4.67,-0.36,-7.16%,5.08,4.61,1060700,2/17/23,4953469
ENFN,Enfusion Inc Cl A,11.12,-0.43,-3.72%,11.8,10.775,445400,2/17/23,4952848
GDOT,Green Dot Corp,18.32,-0.24,-1.29%,18.56,18.16,269900,2/17/23,4944568
HDEF,Xt MSCI EAFE High Dividend Yield Equity ETF,23.06,0.13,0.57%,23.07,22.8399,214100,2/17/23,4937146
PLOW,Douglas Dynamics,39.9,-0.15,-0.37%,40.76,39.65,123700,2/17/23,4935630
TWI,Titan International,15.8,0.41,2.66%,16.032,15.37,311600,2/17/23,4923280
BIZD,Vaneck Bdc Income ETF,15.6,0.14,0.91%,15.61,15.47,315400,2/17/23,4920240
SAFE,Safehold Inc,32.11,-0.19,-0.59%,32.8825,31.94,153200,2/17/23,4919252
VPG,Vishay Precision Group,42.36,1.14,2.77%,42.68,40.8,115900,2/17/23,4909524
STEL,Stellar Bancorp Inc,29.8,0.36,1.22%,29.82,29.42,164500,2/17/23,4902100
INO,Inovio Pharma,1.53,0.02,1.32%,1.53,1.465,3197900,2/17/23,4892787
IDT,IDT Corp,31.75,0.29,0.92%,32.07,31.19,154100,2/17/23,4892675
TPIC,Tpi Composites Inc,12.73,-0.27,-2.08%,12.99,12.51,384200,2/17/23,4890866
EWCZ,European Wax Center Cl A,18.74,-0.45,-2.34%,19.25,18.26,260800,2/17/23,4887392
INN,Summit Hotel Properties,7.92,-0.08,-1.00%,8.02,7.87,614900,2/17/23,4870008
QNST,Quinstreet Inc,17.96,0.03,0.17%,18.1,17.72,270200,2/17/23,4852792
SUSA,USA ESG Select Ishares MSCI ETF,87.89,-0.28,-0.32%,87.95,87.23,55200,2/17/23,4851528
IGM,North American Tech Ishares ETF,317.08,-4.15,-1.29%,319.38,314.14,15300,2/17/23,4851324
NS,Nustar Energy LP,15.96,-0.48,-2.92%,16.4,15.94,303700,2/17/23,4847052
SCHK,Schwab 1000 Index ETF,39.53,-0.13,-0.33%,39.545,39.2328,122300,2/17/23,4834519
TTI,Tetra Technologies,3.89,-0.02,-0.51%,3.915,3.815,1241100,2/17/23,4827879
TRIN,Trinity Capital Inc,14.1,0.44,3.22%,14.22,13.53,342400,2/17/23,4827840
EMQQ,Emrg Mkts Internet and E-Commerce ETF,32.14,-0.97,-2.93%,32.4638,32,150000,2/17/23,4821000
LQDA,Liquidia Corp,7.83,-0.08,-1.01%,7.91,7.59,615500,2/17/23,4819365
KNSA,Kiniksa Pharmaceuticals Ltd,14.21,0.63,4.64%,14.44,13.51,338900,2/17/23,4815769
EWD,Sweden Ishares MSCI ETF,35.8,0.07,0.20%,35.85,35.41,134400,2/17/23,4811520
AMRN,Amarin Corp ADR,1.84,-0.03,-1.60%,1.88,1.79,2613400,2/17/23,4808656
GLYC,Glycomimetics Inc,1.88,0.065,3.58%,1.88,1.62,2557000,2/17/23,4807160
BBSI,Barrett Business S,99.17,0.67,0.68%,100.85,98.22,48400,2/17/23,4799828
DPST,Regional Banks Bull 3X Direxion,27.11,0.39,1.46%,27.17,26.15,176800,2/17/23,4793048
PDS,Precision Drilling Corp,59.39,-3.1,-4.96%,61.8884,59.39,80700,2/17/23,4792773
NXGN,Nextgen Healthcare Inc,18.96,-0.09,-0.47%,19.2,18.89,252500,2/17/23,4787400
BVN,Compania Mina Buenaventura S.A. ADR,7.44,0.08,1.09%,7.465,7.09,643300,2/17/23,4786152
JQUA,JPM U.S. Quality Factor ETF,40.71,-0.17,-0.42%,40.75,40.44,117200,2/17/23,4771212
RAD,Rite Aid Corp,3.91,0.01,0.26%,3.93,3.84,1216800,2/17/23,4757688
CTKB,Cytek Biosciences Inc,11.54,-0.24,-2.04%,11.85,11.52,412100,2/17/23,4755634
BZH,Beazer Homes USA,14.76,0.09,0.61%,14.9,14.51,321400,2/17/23,4743864
MMI,Marcus & Millichap,35.88,0.56,1.59%,36.24,34.6989,132000,2/17/23,4736160
USAC,USA Compression Partners LP,20.53,-0.5,-2.38%,20.92,20.45,228900,2/17/23,4699317
LOB,Live Oak Bancsh,35.04,-0.45,-1.27%,35.43,34.635,134100,2/17/23,4698864
KRBN,Kfa Global Carbon ETF,39.93,-0.29,-0.72%,39.98,39.72,117500,2/17/23,4691775
CMAX,Caremax Inc,4.54,0.5,12.38%,4.69,3.98,1032600,2/17/23,4688004
OFIX,Orthofix Intl NV,21.73,0.53,2.50%,21.74,21.16,215200,2/17/23,4676296
CYRX,Cryoport Inc,21.03,-0.27,-1.27%,21.27,20.65,222100,2/17/23,4670763
RMR,The Rmr Grp A,29.68,-0.17,-0.57%,30.37,29.1,157300,2/17/23,4668664
ROAD,Construction Partners Inc Cl A,29.25,-0.29,-0.98%,29.77,28.25,158800,2/17/23,4644900
NABL,N-Able Inc,10.13,0.04,0.40%,10.195,9.87,458500,2/17/23,4644605
HTBK,Heritage Commerce,12.34,0.03,0.24%,12.48,12.26,376300,2/17/23,4643542
PGY,Pagaya Technologies Ltd Cl A,1.23,-0.06,-4.65%,1.31,1.16,3763800,2/17/23,4629474
CBL,Cbl & Associates Properties Inc,26.59,0.37,1.41%,27.17,26.45,174000,2/17/23,4626660
VERA,Vera Therapeutics Inc Cl A,8.38,0.37,4.62%,8.64,7.7,551500,2/17/23,4621570
FHLC,Fidelity Health Care MSCI ETF,62.95,0.56,0.90%,62.99,62.0468,73400,2/17/23,4620530
BNO,US Brent Oil,27.35,-0.56,-2.01%,27.47,26.98,168800,2/17/23,4616680
PRA,Pro-Assurance Corp,19.71,-0.01,-0.05%,19.89,19.56,233700,2/17/23,4606227
IVOL,Quadratic Interest Rate Vol and Infl ETF,21.42,0.16,0.75%,21.47,21.305,214800,2/17/23,4601016
IFRA,US Infrastructure Ishares ETF,39.08,0.19,0.49%,39.15,38.67,117600,2/17/23,4595808
AMPS,Altus Power Inc,7.24,0.06,0.84%,7.365,7.05,633000,2/17/23,4582920
OPY,Oppenheimer Holdings,47.9,1.25,2.68%,47.94,46.3776,95400,2/17/23,4569660
CDC,Victory US Eqty Income Ehnd Vol Wtd ETF,64.42,0.11,0.17%,64.48,63.8,70800,2/17/23,4560936
UAN,Cvr Partners LP,97.33,-0.35,-0.36%,98,96.01,46700,2/17/23,4545311
DCGO,Docgo Inc.,9.21,-0.08,-0.86%,9.27,9.03,493400,2/17/23,4544214
DLS,Wisdomtree International Smallcap Fund,62.17,0.18,0.29%,62.27,61.66,73000,2/17/23,4538410
FM,Frontier 100 Ishares MSCI ETF,25.29,-0.05,-0.20%,25.34,25.2,179400,2/17/23,4537026
CGUS,Capital Core Equity ETF,23.71,-0.08,-0.34%,23.73,23.5699,191300,2/17/23,4535723
IHF,US Healthcare Providers Ishares ETF,267.91,1.95,0.73%,268.11,265.74,16900,2/17/23,4527679
WEAT,Teucrium Wheat,7.78,-0.01,-0.13%,7.845,7.77,581900,2/17/23,4527182
OCGN,Ocugen Inc,1.08,0.04,3.85%,1.09,1.02,4180100,2/17/23,4514508
FTCI,Ftc Solar Inc,2.92,0.06,2.10%,2.97,2.56,1545200,2/17/23,4511984
EDZ,Emerging Markets Bear -3X Direxion,12.34,0.39,3.26%,12.5,12.28,365000,2/17/23,4504100
VREX,Varex Imaging Corp,18.3,0.01,0.05%,18.58,18.14,245100,2/17/23,4485330
DSL,Doubleline Income Solutions Fund,12.06,-0.09,-0.74%,12.1701,12,371800,2/17/23,4483908
OCFC,Oceanfirst Financial Corp,24.6,0.34,1.40%,24.79,24.2,181500,2/17/23,4464900
AAPD,Daily Aapl -1X ETF Direxion,25.71,0.21,0.82%,25.97,25.64,173400,2/17/23,4458114
NRGV,Energy Vault Hldgs Inc,3.59,-0.01,-0.28%,3.66,3.32,1241200,2/17/23,4455908
AMAL,Amalgamated Financial Corp,24.3,0.61,2.57%,24.52,23.63,182900,2/17/23,4444470
PBI,Pitney Bowes Inc,4.27,0.03,0.71%,4.285,4.17,1040100,2/17/23,4441227
SKYT,Skywater Technology Inc,15,0.06,0.40%,15.27,14.47,295600,2/17/23,4434000
IVOV,S&P Midcap 400 Value ETF Vanguard,171.1935,-0.309,-0.18%,171.28,169.755,25900,2/17/23,4433911.65
IWL,Russell Top 200 Ishares ETF,95.7,-0.27,-0.28%,95.75,94.97,46300,2/17/23,4430910
LRGF,USA Multifactor Ishares Edge MSCI ETF,41.76,-0.08,-0.19%,41.77,41.44,106100,2/17/23,4430736
HNI,Hon Industries Inc,31.22,-0.04,-0.13%,31.7,30.86,141900,2/17/23,4430118
OUST,Ouster Inc,1.36,-0.05,-3.55%,1.47,1.3299,3254300,2/17/23,4425848
MEI,Methode Electronics,49.67,-0.04,-0.08%,50.03,49.53,89000,2/17/23,4420630
PGJ,Golden Dragon China Invesco ETF,30.4,-1.01,-3.22%,30.73,30.21,145300,2/17/23,4417120
DCOM,Dime Community Bancshares Inc,31.06,0.21,0.68%,31.13,30.77,141800,2/17/23,4404308
EWP,Spain Ishares MSCI ETF,27.51,0.15,0.55%,27.54,27.22,159600,2/17/23,4390596
SIGA,Siga Technologies Inc,7,0.17,2.49%,7.04,6.76,626200,2/17/23,4383400
DCO,Ducommun Inc,53.6,-0.94,-1.72%,55.6,53.51,81700,2/17/23,4379120
SKLZ,Skillz Inc,0.7382,-0.045,-5.75%,0.7912,0.73,5924400,2/17/23,4373392.08
SDIG,Stronghold Digital Mining Inc Cl A,0.8073,0.08,11.00%,0.83,0.666,5413200,2/17/23,4370076.36
SCS,Steelcase Inc,7.87,0.17,2.21%,7.87,7.655,554800,2/17/23,4366276
EFSC,Enterprises Finl Svc,55.67,0.65,1.18%,56.04,54.92,78400,2/17/23,4364528
HAYN,Haynes Intl Inc,55.14,0.15,0.27%,56.98,51.52,79100,2/17/23,4361574
ADEA,Adeia Inc,10.6,-0.21,-1.94%,10.87,10.54,411300,2/17/23,4359780
IMCG,Mstar Midcap Growth Ishares ETF,59.37,-0.47,-0.79%,59.53,58.9828,73100,2/17/23,4339947
PFBC,Preferred Bank LA,72.79,0.86,1.20%,72.95,71.87,59600,2/17/23,4338284
CERS,Cerus Corp,3,-0.01,-0.33%,3.03,2.85,1442700,2/17/23,4328100
PEBO,Peoples Bancorp Inc,30.88,0.63,2.08%,31,30.3,140000,2/17/23,4323200
STPZ,1-5 Year US TIPS Index ETF Pimco,50.08,0,0.00%,50.1,50,86100,2/17/23,4311888
PICK,Ishares Global Select Metals & Mining Fund,44.29,-0.27,-0.61%,44.4599,44.02,97300,2/17/23,4309417
DRN,Real Estate Bull 3X Direxion,11.77,-0.13,-1.09%,11.84,11.3892,364700,2/17/23,4292519
FBK,Fb Financial Corp,38.84,0.41,1.07%,38.87,38.03,110400,2/17/23,4287936
AMSF,Amerisafe Inc,55.64,1.47,2.71%,56.1,54.05,76600,2/17/23,4262024
IOO,Global 100 Ishares ETF,68.07,-0.23,-0.34%,68.15,67.59,62600,2/17/23,4261182
HUYA,Huya Inc ADR,4.75,-0.25,-5.00%,4.97,4.72,895400,2/17/23,4253150
OBE,Obsidian Energy Ltd,6.1,-0.33,-5.13%,6.32,6.06,693600,2/17/23,4230960
EPI,Wisdomtree India Earnings Fund,32.27,-0.02,-0.06%,32.32,32.165,130800,2/17/23,4220916
DXLG,Destination XL Group,6.22,-0.08,-1.27%,6.38,6.14,678200,2/17/23,4218404
ILPT,Industrial Logistics Properties Trust,4.91,0.13,2.72%,4.98,4.68,856300,2/17/23,4204433
PL,Planet Labs Pbc,4.7,-0.04,-0.84%,4.74,4.61,890400,2/17/23,4184880
PNQI,Nasdaq Internet Invesco ETF,133.58,-2.24,-1.65%,134.93,132.41,31300,2/17/23,4181054
MVIS,Microvision,2.81,-0.04,-1.40%,2.85,2.73,1487800,2/17/23,4180718
TBPH,Theravance Bio Ord,10.44,0.23,2.25%,10.48,10.18,400400,2/17/23,4180176
KXI,Global Cons Staples Ishares ETF,60.2,0.66,1.11%,60.2,59.45,69400,2/17/23,4177880
BHE,Benchmark Electronics,24.87,-0.14,-0.56%,25.22,24.84,167500,2/17/23,4165725
MCB,Metropolitan Bank Holding Corp,58.99,-1.22,-2.03%,60.66,58.72,70500,2/17/23,4158795
NG,Novagold Resources Inc,5.83,-0.01,-0.17%,5.88,5.69,712000,2/17/23,4150960
TRS,Trimas Corp,31.11,0.09,0.29%,31.32,30.84,133400,2/17/23,4150074
PGEN,Precigen Inc,1.39,0.01,0.72%,1.45,1.36,2984900,2/17/23,4149011
PXF,FTSE RAFI Dev Markets Ex-U.S. Invesco ETF,45.17,0.1,0.22%,45.18,44.7151,91800,2/17/23,4146606
SGH,Smart Global Holdings Inc,17.42,-0.34,-1.91%,17.78,17.31,238000,2/17/23,4145960
HIVE,Hive Blockchain Technologies Ltd,3.37,0.08,2.43%,3.38,3.2,1229800,2/17/23,4144426
FG,F&G Annuities & Life Inc,21.69,-0.04,-0.18%,21.97,21.09,190800,2/17/23,4138452
PAM,Pampa Energia S.A. ADR,33.1,-0.75,-2.22%,33.44,32.55,125000,2/17/23,4137500
EXAI,Exscientia Ltd ADR,7.16,-0.44,-5.79%,7.6,6.55,576100,2/17/23,4124876
AMBC,Ambac Financial Group,16.15,0.12,0.75%,16.2786,15.92,254700,2/17/23,4113405
NNI,Nelnet Inc,94.73,-0.51,-0.54%,95.68,94.18,43300,2/17/23,4101809
NEWT,Newtekone Inc,20.7,0.25,1.22%,20.83,20.08,198100,2/17/23,4100670
SCHY,Schwab International Dividend Equity ETF,23.55,0.13,0.56%,23.5692,23.31,174000,2/17/23,4097700
GDRX,Goodrx Holdings Inc Cl A,5.29,-0.06,-1.12%,5.33,5.2,774500,2/17/23,4097105
PXH,FTSE RAFI Emrg Markets Invesco ETF,18.49,-0.15,-0.80%,18.52,18.42,221500,2/17/23,4095535
FOSL,Fossil Group,4.4,0,0.00%,4.5,4.32,929900,2/17/23,4091560
SPWH,Sportsman's Wareh,9.89,0.1,1.02%,9.94,9.77,412700,2/17/23,4081603
AMPH,Amphastar Pharma,32.39,0.41,1.28%,32.48,31.88,126000,2/17/23,4081140
KGRN,KS MSCI China Environment Index ETF,29.12,-0.7702,-2.58%,29.4,28.92,139700,2/17/23,4068064
TK,Teekay Shipping Corp,5.22,-0.06,-1.14%,5.28,5.13,779300,2/17/23,4067946
FBMS,First Bancshs [Ms],31.38,0.67,2.18%,31.49,30.67,129500,2/17/23,4063710
RBBN,Ribbon Communications Inc,4.48,-0.15,-3.24%,4.72,4.28,906500,2/17/23,4061120
WPP,Wpp Plc ADR,60.97,0.62,1.03%,61.2689,60.53,66500,2/17/23,4054505
PSK,SPDR ICE Preferred Securities ETF,35.78,-0.07,-0.20%,35.83,35.635,113200,2/17/23,4050296
GRPN,Groupon Cl A,7.53,-0.07,-0.92%,7.6,7.2,537700,2/17/23,4048881
HCCI,Heritage-Crystal,38.12,0.52,1.38%,38.22,37.42,105900,2/17/23,4036908
TASK,Taskus Inc Cl A,19.56,0.24,1.24%,19.6,18.81,206300,2/17/23,4035228
FNKO,Funko Inc Cl A,11.46,0.17,1.51%,11.46,11.15,351200,2/17/23,4024752
IIIV,I3 Verticals Inc Cl A,24.37,-0.79,-3.14%,25.24,24.12,164600,2/17/23,4011302
EQRX,Eqrx Inc,2.25,0.04,1.81%,2.25,2.13,1778300,2/17/23,4001175
CARA,Cara Therapeutics,10.76,0.36,3.46%,10.82,10.36,371400,2/17/23,3996264
PSTX,Poseida Therapeutics Inc,6.93,0.05,0.73%,7.01,6.59,576100,2/17/23,3992373
ICF,Cohen & Steers REIT Ishares ETF,58.8,-0.24,-0.41%,58.9,58.19,67800,2/17/23,3986640
TCPC,TCP Capital Corp,12.82,0.19,1.54%,12.83,12.59,310300,2/17/23,3978046
NMFC,New Mountain Finance Corp,12.87,0.07,0.55%,12.89,12.78,308800,2/17/23,3974256
ALLK,Allakos Inc,6.33,0.07,1.12%,6.41,6.17,627100,2/17/23,3969543
GSBD,Goldman Sachs Bdc Inc,15.67,0.07,0.45%,15.695,15.52,252900,2/17/23,3962943
WKHS,Workhorse Grp,2.12,-0.04,-1.85%,2.19,2.05,1866400,2/17/23,3956768
TEF,Telefonica S.A. ADR,4.09,0.07,1.74%,4.09,4.04,963800,2/17/23,3941942
SLP,Simulations Plus Inc,40.53,0.58,1.45%,40.63,39.48,97200,2/17/23,3939516
AIA,Asia 50 Ishares ETF,61.69,-0.89,-1.42%,61.77,61.3,63800,2/17/23,3935822
PRM,Perimeter Solutions Sa,8.79,0,0.00%,8.885,8.68,447200,2/17/23,3930888
CEVA,Ceva Inc,33.01,0.36,1.10%,33.43,32.38,119000,2/17/23,3928190
FXY,Japanese Yen Trust Currencyshares,69.45,-0.16,-0.23%,69.53,69.22,56300,2/17/23,3910035
METC,Ramaco Resources Inc,10.61,-0.22,-2.03%,10.83,10.43,367700,2/17/23,3901297
PRAX,Praxis Precision Medicines Inc,3.46,-0.26,-6.99%,3.73,3.28,1127000,2/17/23,3899420
MBI,MBIA Inc,13.15,-0.01,-0.08%,13.21,13.08,296000,2/17/23,3892400
TCBK,Trico Bancshares,51.11,0.64,1.27%,51.35,50.33,76100,2/17/23,3889471
ANGI,Angi Inc,2.55,-0.2,-7.27%,2.72,2.48,1521200,2/17/23,3879060
PFLT,Pennantpark Fltng Rt,11,0.09,0.82%,11.03,10.84,352500,2/17/23,3877500
CDXS,Codexis Inc,5.73,0.36,6.70%,5.76,5.31,676500,2/17/23,3876345
HDSN,Hudson Tech Inc,10.86,0.13,1.26%,11.01,10.73,355600,2/17/23,3861816
OMAB,Grupo Aeroportuario ADR,78.5,1.65,2.15%,78.86,76.25,49100,2/17/23,3854350
CURE,Healthcare Bull 3X ETF Direxion,103.11,2.62,2.61%,103.603,99,37300,2/17/23,3846003
INVZ,Innoviz Technologies Ltd,4.41,-0.02,-0.45%,4.45,4.31,870000,2/17/23,3836700
ASTE,Astec Inds Inc,45.87,0.95,2.11%,46.13,44.92,83600,2/17/23,3834732
AGRO,Adecoagro S.A.,8.06,-0.08,-0.98%,8.19,8.02,475500,2/17/23,3832530
CTRN,Citi Trends Inc,28.75,-0.68,-2.31%,29.7,27.94,133200,2/17/23,3829500
CMCO,Columbus Mckinnon,38.07,0.9,2.42%,38.26,37,100300,2/17/23,3818421
NRIX,Nurix Therapeutics Inc,9.72,-0.14,-1.42%,9.94,9.56,392300,2/17/23,3813156
TNC,Tennant Company,69.83,1.02,1.48%,70.325,68.99,54600,2/17/23,3812718
FFIC,Flushing Finl Corp,19.82,-0.01,-0.05%,20.03,19.78,192100,2/17/23,3807422
SMDV,Russell 2000 Dividend Growers ETF,66.43,0.91,1.39%,66.55,65.42,57100,2/17/23,3793153
TBI,Trueblue Inc,19.09,-0.02,-0.10%,19.505,19,198500,2/17/23,3789365
CPF,Central Pacific Financial Company,23.41,0.18,0.77%,23.56,23.09,161400,2/17/23,3778374
AMSWA,Amer Software Inc,14.68,0.15,1.03%,14.72,14.38,256900,2/17/23,3771292
AVCT,American Virtual Cloud Tech Inc,0.598,-0.074,-11.01%,0.6703,0.5491,6300900,1/19/23,3767938.2
AORT,Artivion Inc,13.96,0.76,5.76%,15.18,13.67,269900,2/17/23,3767804
PPH,Vaneck Pharmaceutical ETF,78.17,0.89,1.15%,78.33,77.12,48200,2/17/23,3767794
VZIO,Vizio Holding Corp Cl A,9.92,-0.29,-2.84%,10.21,9.54,379500,2/17/23,3764640
SMBC,Southern MO Bancorp,48.21,0.33,0.69%,48.61,47.78,77900,2/17/23,3755559
ZSL,Ultrashort Silver -2X ETF,23.47,-0.36,-1.51%,24.525,23.34,160000,2/17/23,3755200
CLBK,Columbia Financial Inc,20.71,0.27,1.32%,20.89,20.37,181100,2/17/23,3750581
NKTR,Nektar Therapeutics,3.07,0.09,3.02%,3.07,2.94,1221600,2/17/23,3750312
MYE,Myers Industries,24.67,0.33,1.36%,24.72,24.335,151800,2/17/23,3744906
RYAM,Rayonier Advanced Materials Inc,6.99,-0.11,-1.55%,7.28,6.97,535200,2/17/23,3741048
XERS,Xeris Pharmaceuticals Inc,1.39,0.12,9.45%,1.41,1.25,2689600,2/17/23,3738544
BLBD,Blue Bird Corp,20.26,0.15,0.75%,20.33,19.84,184400,2/17/23,3735944
NYMT,New York Mtge Trust,3,0.03,1.01%,3,2.93,1244400,2/17/23,3733200
EE,Excelerate Energy Inc Cl A,21.49,-0.67,-3.02%,22.14,21.4,173600,2/17/23,3730664
ME,23Andme Holding Co.,2.87,0.02,0.70%,2.88,2.74,1296300,2/17/23,3720381
HY,Hyster-Yale Materials Handling,30.46,0.08,0.26%,30.69,30.04,122100,2/17/23,3719166
TIMB,Tim S.A. ADR,11.8,0.23,1.99%,11.91,11.63,314900,2/17/23,3715820
KIDS,Orthopediatrics Corp,44.83,0.8,1.82%,45.46,43.5,82700,2/17/23,3707441
PSO,Pearson Plc ADR,11.01,0.12,1.10%,11.028,10.935,336700,2/17/23,3707067
